similar_product,similar_inv_pk,similarity_score,similar_brd_name,similar_dpt_name,original_product,inv_pk,brd_name
organic watermelon wonder kombucha,46398,0.9015362,GTs Kombucha                  ,Refrigerated                  ,sauce butter masala,23562,GTs Kombucha                  
organic guava goddess kombucha,23453,0.93356055,GTs Kombucha                  ,Refrigerated                  ,sauce butter masala,23562,GTs Kombucha                  
organic elderberry juniper kombucha,553068,0.90027606,GTs Kombucha                  ,Refrigerated                  ,pepper jalapeno sliced hot,23453,GTs Kombucha                  
organic peach paradise kombucha,105964,0.90818554,GTs Kombucha                  ,Refrigerated                  ,pepper jalapeno sliced hot,23453,GTs Kombucha                  
organic guava goddess kombucha,48139,0.9265125,GTs Kombucha                  ,Refrigerated                  ,pepper jalapeno sliced hot,23453,GTs Kombucha                  
organic watermelon wonder kombucha,46398,0.90493894,GTs Kombucha                  ,Refrigerated                  ,pepper jalapeno sliced hot,23453,GTs Kombucha                  
organic chia raspberry kombucha,34864,0.90489846,GTs Kombucha                  ,Refrigerated                  ,pepper jalapeno sliced hot,23453,GTs Kombucha                  
squeezable mayonnaise,1319927,0.90690756,Kewpie                        ,Packaged Grocery              ,shake nutrition vegan vanilla og,36034,Karma Sauce                   
vegan oyster sauce,1245086,0.9704547,Roland                        ,Packaged Grocery              ,shake nutrition vegan vanilla og,36034,Karma Sauce                   
oyster sauce,1245039,0.9805993,Lee Kum Kee                   ,Packaged Grocery              ,shake nutrition vegan vanilla og,36034,Karma Sauce                   
japanese miso bbq sauce,1018583,0.94281644,Bachans                       ,Packaged Grocery              ,shake nutrition vegan vanilla og,36034,Karma Sauce                   
dairy free caesar dressing,849402,0.9243545,Primal Kitchen                ,Packaged Grocery              ,shake nutrition vegan vanilla og,36034,Karma Sauce                   
og unsalted butter,519797,0.9036458,Family Farmstead              ,Refrigerated                  ,peperoncini gold greek whole,13923,Tofutti Brand Inc             
salted butter stick,417159,0.9015759,Kerrygold                     ,Refrigerated                  ,peperoncini gold greek whole,13923,Tofutti Brand Inc             
kreimhild butter,315895,0.91196454,Stoltzfus Family Dairy        ,Refrigerated                  ,peperoncini gold greek whole,13923,Tofutti Brand Inc             
farmhouse sweet cream butter,105505,0.9262144,Stoltzfus Family Dairy        ,Refrigerated                  ,peperoncini gold greek whole,13923,Tofutti Brand Inc             
low salt goat milk butter,105140,0.912825,Meyenberg                     ,Refrigerated                  ,peperoncini gold greek whole,13923,Tofutti Brand Inc             
plant powered magazine,1319899,0.91999274,America's Test Kitchen        ,Mercantile                    ,organic vegan chocolate nutrition shake,32651,Woodstock                     
clear olive oil bottle,1318939,0.9193144,Down To Earth                 ,Mercantile                    ,organic vegan chocolate nutrition shake,32651,Woodstock                     
amber olive oil bottle,1318930,0.919061,Down To Earth                 ,Mercantile                    ,organic vegan chocolate nutrition shake,32651,Woodstock                     
9v 2 batteries 2 pk,1245056,0.946041,Duracell                      ,Mercantile                    ,organic vegan chocolate nutrition shake,32651,Woodstock                     
six ingredient recipes,1171802,0.9038411,America's Test Kitchen        ,Mercantile                    ,organic vegan chocolate nutrition shake,32651,Woodstock                     
organic baby napa cabbage,1155769,0.90566486,Stick-n-Stone Farm            ,Produce                       ,peperoncini golden greek slice,28425,Produce                       
fennel bulbs,853398,0.92879903,Mud Creek Farms               ,Produce                       ,peperoncini golden greek slice,28425,Produce                       
organic celery,838342,0.91289157,Produce                       ,Produce                       ,peperoncini golden greek slice,28425,Produce                       
organic butter lettuce,835268,0.91470814,Produce                       ,Produce                       ,peperoncini golden greek slice,28425,Produce                       
organic garlic 3pk,830444,0.9521834,Christopher Ranch             ,Produce                       ,peperoncini golden greek slice,28425,Produce                       
cats claw,1037658,0.93052757,Benedictine                   ,Supplements                   ,rice ramen millet & brown soup,12354,Herb Pharm                    
andrographis extract,666009,0.9701301,Herb Pharm                    ,Supplements                   ,rice ramen millet & brown soup,12354,Herb Pharm                    
"tumeric extra strength 1,000 mg",586159,0.9123513,Youtheory                     ,Supplements                   ,rice ramen millet & brown soup,12354,Herb Pharm                    
boswellia extract capsules,553346,0.94974023,Nature's Answer               ,Supplements                   ,rice ramen millet & brown soup,12354,Herb Pharm                    
lion's mushroom dual extract,520002,0.92086375,Malama Mushrooms              ,Supplements                   ,rice ramen millet & brown soup,12354,Herb Pharm                    
cats claw,1037658,0.9530077,Benedictine                   ,Supplements                   ,gum cinnamon,12376,Herb Pharm                    
andrographis extract,666009,0.973573,Herb Pharm                    ,Supplements                   ,gum cinnamon,12376,Herb Pharm                    
"tumeric extra strength 1,000 mg",586159,0.9184006,Youtheory                     ,Supplements                   ,gum cinnamon,12376,Herb Pharm                    
feverfew herb,553348,0.91157055,Nature's Way                  ,Supplements                   ,gum cinnamon,12376,Herb Pharm                    
boswellia extract capsules,553346,0.95370436,Nature's Answer               ,Supplements                   ,gum cinnamon,12376,Herb Pharm                    
leaf bilberry,553261,0.944202,Frontier Coop                 ,Bulk                          ,rice ramen jade pearl soup,38394,Frontier Coop                 
chlorella powder,43249,0.91065466,Frontier Coop                 ,Bulk                          ,rice ramen jade pearl soup,38394,Frontier Coop                 
clear vegetarian 00 capsules,14112,0.9431882,Frontier Coop                 ,Bulk                          ,rice ramen jade pearl soup,38394,Frontier Coop                 
organic wheat grass powder,9973,0.9421449,Frontier Coop                 ,Bulk                          ,rice ramen jade pearl soup,38394,Frontier Coop                 
vitamin c powder,9972,0.9274926,Frontier Coop                 ,Bulk                          ,rice ramen jade pearl soup,38394,Frontier Coop                 
leaf bilberry,553261,0.9442789,Frontier Coop                 ,Bulk                          ,rice ramen millet & brown,9963,Frontier Coop                 
freeze dried cranberry,67175,0.9082267,Frontier Coop                 ,Supplements                   ,rice ramen millet & brown,9963,Frontier Coop                 
agar agar powder,48346,0.9023795,Frontier Coop                 ,Bulk                          ,rice ramen millet & brown,9963,Frontier Coop                 
chlorella powder,43249,0.9437695,Frontier Coop                 ,Bulk                          ,rice ramen millet & brown,9963,Frontier Coop                 
organic cut & sifted dandelion root,38394,0.9282862,Frontier Coop                 ,Bulk                          ,rice ramen millet & brown,9963,Frontier Coop                 
coconut corn chowder,1351084,0.9039591,HeyDay Canning                ,Packaged Grocery              ,rice ramen jade pearl,46813,PG Tips                       
mole chili,1351083,0.9049572,HeyDay Canning                ,Packaged Grocery              ,rice ramen jade pearl,46813,PG Tips                       
organic matcha green tea,1244876,0.94820696,Pukka                         ,Packaged Grocery              ,rice ramen jade pearl,46813,PG Tips                       
dark chocolate nonpareils,1244869,0.9123488,Lake Champlain Chocolates     ,Packaged Grocery              ,rice ramen jade pearl,46813,PG Tips                       
